Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Ccp_Controller_API,,,2019-07-04 13:29:24,2019-07-04 13:29:39,15.824s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_valid_Values,,,2019-07-04 13:29:24,2019-07-04 13:29:30,5.934s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_valid_Values""))",,,2019-07-04 13:29:25,2019-07-04 13:29:30,4.613s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.139s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.037s,PASSED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.036s,PASSED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.039s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.043s,PASSED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-07-04 13:29:30,2019-07-04 13:29:30,0.039s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Empty_Values,,,2019-07-04 13:29:30,2019-07-04 13:29:31,0.939s,FAILED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Empty_Values""))",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.205s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.003s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.042s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.035s,FAILED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.033s,FAILED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.034s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.036s,FAILED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-07-04 13:29:31,2019-07-04 13:29:31,0.033s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response__with_Invalid_Values,,,2019-07-04 13:29:31,2019-07-04 13:29:33,1.099s,FAILED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response__with_Invalid_Values""))",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.231s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.004s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.059s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.063s,FAILED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.052s,FAILED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.050s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-04 13:29:32,2019-07-04 13:29:32,0.038s,FAILED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-07-04 13:29:32,2019-07-04 13:29:33,0.067s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Invalid_parameters,,,2019-07-04 13:29:33,2019-07-04 13:29:33,0.703s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Invalid_parameters""))",,,2019-07-04 13:29:33,2019-07-04 13:29:33,0.225s,PASSED
"verifyResponseStatusCode(response, 400)",,,2019-07-04 13:29:33,2019-07-04 13:29:33,0.002s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Post_Request,,,2019-07-04 13:29:33,2019-07-04 13:29:34,0.989s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Post_Request""))",,,2019-07-04 13:29:33,2019-07-04 13:29:34,0.721s,PASSED
"verifyResponseStatusCode(response, 201)",,,2019-07-04 13:29:34,2019-07-04 13:29:34,0.002s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Put_Request,,,2019-07-04 13:29:34,2019-07-04 13:29:38,3.349s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Put_Request""))",,,2019-07-04 13:29:35,2019-07-04 13:29:38,2.953s,PASSED
