Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
hdb_Controller,,,2019-06-19 19:05:18,2019-06-19 19:05:34,15.788s,FAILED
,,,,,,
Test Cases/hdb_Controller/hdb_Controller_Verify_Response_with_valid_Values,,,2019-06-19 19:05:19,2019-06-19 19:05:27,8.320s,PASSED
"response = sendRequest(findTestObject(""hdb_Controller/hdb_Controller_Verify_Response_with_valid_Values""))",,,2019-06-19 19:05:20,2019-06-19 19:05:26,6.429s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.025s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.type"", hdb_type)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.105s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.owner"", hdb_owner)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.073s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.databaseId"", hdb_databaseId)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.047s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.coGroup"", hdb_coGroup)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.025s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.databaseType"", hdb_databaseType)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.036s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.description"", hdb_description)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.049s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.readOnlyDbid"", hdb_readOnlyDbid)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.relationalActy"", hdb_relationalActy)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.044s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.dataPropagation"", hdb_dataPropagation)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.type"", vsm_type)",,,2019-06-19 19:05:26,2019-06-19 19:05:26,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.version"", vsm_version)",,,2019-06-19 19:05:26,2019-06-19 19:05:27,0.061s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.ddname"", vsm_ddname)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.031s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.datasetFormat"", vsm_datasetFormat)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.maxRecSize"", vsm_maxRecSize)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.033s,PASSED
"verifyElementPropertyValue(response, ""[0].vsm.password"", vsm_password)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.038s,PASSED
"verifyElementPropertyValue(response, ""[0].ims.type"", ims_type)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.030s,PASSED
"verifyElementPropertyValue(response, ""[0].ims.dlitype"", ims_dlitype)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.044s,PASSED
"verifyElementPropertyValue(response, ""[0].ims.posParameter"", ims_posParameter)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].ims.maxKeylen"", ims_maxKeylen)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.031s,PASSED
"verifyElementPropertyValue(response, ""[0].ims.dbdName"", ims_dbdName)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.033s,PASSED
"verifyElementPropertyValue(response, ""[0].mod.type"", mod_type)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.037s,PASSED
"verifyElementPropertyValue(response, ""[0].mod.modelDbId"", mod_modelDbId)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.037s,PASSED
"verifyElementPropertyValue(response, ""[0].mod.modelCoGrp"", mod_modelCoGrp)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].mod.modelReason"", mod_modelReason)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.021s,PASSED
"verifyElementPropertyValue(response, ""[0].dgList"", dgList)",,,2019-06-19 19:05:27,2019-06-19 19:05:27,0.030s,PASSED
,,,,,,
Test Cases/hdb_Controller/hdb_Controller_Verify_Response_with_Empty_Values,,,2019-06-19 19:05:27,2019-06-19 19:05:29,1.898s,FAILED
"response = sendRequest(findTestObject(""hdb_Controller/hdb_Controller_Verify_Response_with_Empty_Values""))",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.281s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.000s,PASSED
"verifyElementPropertyValue(response, ""[0].hdb.type"", hdb_type)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.047s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.owner"", hdb_owner)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.042s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.databaseId"", hdb_databaseId)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.031s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.coGroup"", hdb_coGroup)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.032s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.databaseType"", hdb_databaseType)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.015s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.description"", hdb_description)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.038s,FAILED
"verifyElementPropertyValue(response, ""[0].hdb.readOnlyDbid"", hdb_readOnlyDbid)",,,2019-06-19 19:05:28,2019-06-19 19:05:28,0.016s,FAILED
