Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activity_Controller_API,,,2019-07-18 09:33:07,2019-07-18 09:33:35,27.570s,FAILED
,,,,,,
Test Cases/Activity_Controller_API/Activity_Controller_Verify_Response_with_valid_Values,,,2019-07-18 09:33:08,2019-07-18 09:33:26,18.423s,PASSED
"response = sendRequest(findTestObject(""Activity_Controller_API/Activity_Controller_Verify_Response_with_valid_Values""))",,,2019-07-18 09:33:09,2019-07-18 09:33:25,16.722s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-18 09:33:25,2019-07-18 09:33:25,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-18 09:33:25,2019-07-18 09:33:26,0.193s,PASSED
"verifyElementPropertyValue(response, ""[0].activityId"", activityId)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.039s,PASSED
"verifyElementPropertyValue(response, ""[0].activityType"", activityType)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.041s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].disposition"", disposition)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.055s,PASSED
"verifyElementPropertyValue(response, ""[0].databaseName"", databaseName)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.039s,PASSED
"verifyElementPropertyValue(response, ""[0].dataBaseAction"", dataBaseAction)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.058s,PASSED
"verifyElementPropertyValue(response, ""[0].mapName"", mapName)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.040s,PASSED
"verifyElementPropertyValue(response, ""[0].programID"", programID)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.046s,PASSED
"verifyElementPropertyValue(response, ""[0].programName"", programName)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.034s,PASSED
"verifyElementPropertyValue(response, ""[0].language"", language)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].count"", count)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].listADG"", listADG)",,,2019-07-18 09:33:26,2019-07-18 09:33:26,0.032s,PASSED
,,,,,,
Test Cases/Activity_Controller_API/Activity_Controller_Verify_Response_with_Empty_Values,,,2019-07-18 09:33:26,2019-07-18 09:33:28,1.537s,FAILED
