Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Defination_Group_Controller_API,,,2019-06-19 19:04:37,2019-06-19 19:04:49,12.687s,FAILED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_valid_Values,,,2019-06-19 19:04:37,2019-06-19 19:04:43,5.804s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_valid_Values""))",,,2019-06-19 19:04:38,2019-06-19 19:04:43,4.525s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.032s,PASSED
"verifyElementPropertyValue(response, ""[0].typ"", typ)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.086s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].dgId"", dgId)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.062s,PASSED
"verifyElementPropertyValue(response, ""[0].cobCopyBook"", cobCopyBook)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].macro"", macro)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.047s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-19 19:04:43,2019-06-19 19:04:43,0.042s,PASSED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_Empty_Values,,,2019-06-19 19:04:43,2019-06-19 19:04:44,0.939s,FAILED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_Empty_Values""))",,,2019-06-19 19:04:43,2019-06-19 19:04:44,0.232s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.002s,PASSED
"verifyElementPropertyValue(response, ""[0].typ"", typ)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.055s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.045s,FAILED
"verifyElementPropertyValue(response, ""[0].dgId"", dgId)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.032s,FAILED
"verifyElementPropertyValue(response, ""[0].cobCopyBook"", cobCopyBook)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.033s,FAILED
"verifyElementPropertyValue(response, ""[0].macro"", macro)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.057s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-19 19:04:44,2019-06-19 19:04:44,0.049s,FAILED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response__with_Invalid_Values,,,2019-06-19 19:04:44,2019-06-19 19:04:45,0.800s,FAILED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response__with_Invalid_Values""))",,,2019-06-19 19:04:44,2019-06-19 19:04:45,0.172s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.002s,PASSED
"verifyElementPropertyValue(response, ""[0].typ"", typ)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.035s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.037s,FAILED
"verifyElementPropertyValue(response, ""[0].dgId"", dgId)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.028s,FAILED
"verifyElementPropertyValue(response, ""[0].cobCopyBook"", cobCopyBook)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.027s,FAILED
"verifyElementPropertyValue(response, ""[0].macro"", macro)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.026s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-19 19:04:45,2019-06-19 19:04:45,0.029s,FAILED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_Invalid_parameters,,,2019-06-19 19:04:45,2019-06-19 19:04:46,0.798s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Verify_Response_with_Invalid_parameters""))",,,2019-06-19 19:04:45,2019-06-19 19:04:46,0.441s,PASSED
"verifyResponseStatusCode(response, 400)",,,2019-06-19 19:04:46,2019-06-19 19:04:46,0.000s,PASSED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Post_Request,,,2019-06-19 19:04:46,2019-06-19 19:04:47,0.918s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Post_Request""))",,,2019-06-19 19:04:46,2019-06-19 19:04:47,0.477s,PASSED
"verifyResponseStatusCode(response, 201)",,,2019-06-19 19:04:47,2019-06-19 19:04:47,0.002s,PASSED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Put_Request,,,2019-06-19 19:04:47,2019-06-19 19:04:48,1.216s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Put_Request""))",,,2019-06-19 19:04:47,2019-06-19 19:04:48,0.603s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:04:48,2019-06-19 19:04:48,0.000s,PASSED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Delete_Request_with_Valid_Parameters,,,2019-06-19 19:04:48,2019-06-19 19:04:49,0.810s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Delete_Request_with_Valid_Parameters""))",,,2019-06-19 19:04:48,2019-06-19 19:04:49,0.359s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-19 19:04:49,2019-06-19 19:04:49,0.003s,PASSED
,,,,,,
Test Cases/Defination_Group_Controller_API/Defination_Group_Controller_Delete_Request_with_Invalid_Parameters,,,2019-06-19 19:04:49,2019-06-19 19:04:49,0.690s,PASSED
"response = sendRequest(findTestObject(""Defination_Group_Controller_API/Defination_Group_Controller_Delete_Request_with_Invalid_Parameters""))",,,2019-06-19 19:04:49,2019-06-19 19:04:49,0.262s,PASSED
"verifyResponseStatusCode(response, 400)",,,2019-06-19 19:04:49,2019-06-19 19:04:49,0.002s,PASSED
