Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Ccp_Controller_API,,,2019-06-20 09:58:37,2019-06-20 09:58:52,15.268s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_valid_Values,,,2019-06-20 09:58:38,2019-06-20 09:58:44,6.167s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_valid_Values""))",,,2019-06-20 09:58:38,2019-06-20 09:58:44,5.019s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.036s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.159s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.047s,PASSED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.039s,PASSED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.036s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.034s,PASSED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-06-20 09:58:44,2019-06-20 09:58:44,0.032s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Empty_Values,,,2019-06-20 09:58:44,2019-06-20 09:58:45,1.115s,FAILED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Empty_Values""))",,,2019-06-20 09:58:44,2019-06-20 09:58:45,0.244s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.003s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.046s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.031s,FAILED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.037s,FAILED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.034s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.041s,FAILED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-06-20 09:58:45,2019-06-20 09:58:45,0.068s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response__with_Invalid_Values,,,2019-06-20 09:58:45,2019-06-20 09:58:46,1.052s,FAILED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response__with_Invalid_Values""))",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.245s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.003s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.045s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.056s,FAILED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.027s,FAILED
"verifyElementPropertyValue(response, ""[0].ccpid"", ccpid)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.029s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.029s,FAILED
"verifyElementPropertyValue(response, ""[0].messageCategory"", messageCategory)",,,2019-06-20 09:58:46,2019-06-20 09:58:46,0.035s,FAILED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Invalid_parameters,,,2019-06-20 09:58:46,2019-06-20 09:58:47,0.588s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Verify_Response_with_Invalid_parameters""))",,,2019-06-20 09:58:47,2019-06-20 09:58:47,0.215s,PASSED
"verifyResponseStatusCode(response, 400)",,,2019-06-20 09:58:47,2019-06-20 09:58:47,0.002s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Post_Request,,,2019-06-20 09:58:47,2019-06-20 09:58:47,0.754s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Post_Request""))",,,2019-06-20 09:58:47,2019-06-20 09:58:47,0.357s,PASSED
"verifyResponseStatusCode(response, 201)",,,2019-06-20 09:58:47,2019-06-20 09:58:47,0.004s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Put_Request,,,2019-06-20 09:58:47,2019-06-20 09:58:51,3.623s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Put_Request""))",,,2019-06-20 09:58:48,2019-06-20 09:58:51,3.201s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-20 09:58:51,2019-06-20 09:58:51,0.001s,PASSED
,,,,,,
Test Cases/Ccp_Controller_API/Ccp_Controller_Delete_Request_with_Valid_Parameters,,,2019-06-20 09:58:51,2019-06-20 09:58:52,0.633s,PASSED
"response = sendRequest(findTestObject(""Ccp_Controller_API/Ccp_Controller_Delete_Request_with_Valid_Parameters""))",,,2019-06-20 09:58:52,2019-06-20 09:58:52,0.236s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-20 09:58:52,2019-06-20 09:58:52,0.002s,PASSED
,,,,,,
