Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Program_Controller_API,,,2019-06-24 13:20:53,2019-06-24 13:21:05,11.851s,FAILED
,,,,,,
Test Cases/Program_Controller_API/Program_Controller_Verify_Response_with_valid_Values,,,2019-06-24 13:20:54,2019-06-24 13:21:00,6.699s,PASSED
"response = sendRequest(findTestObject(""Program_Controller_API/Program_Controller_Verify_Response_with_valid_Values""))",,,2019-06-24 13:20:54,2019-06-24 13:21:00,5.653s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.type"", pgm_type)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.067s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.owner"", pgm_owner)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.031s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.pgmId"", pgm_pgmId)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.030s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.linkName"", pgm_linkName)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.description"", pgm_description)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.language"", pgm_language)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].pgm.status"", pgm_status)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.045s,PASSED
"verifyElementPropertyValue(response, ""[0].pdg.type"", pdg_type)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].pdg.number"", pdg_number)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.020s,PASSED
"verifyElementPropertyValue(response, ""[0].pdg.dgNumberList"", pdg_dgNumberList)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.019s,PASSED
"verifyElementPropertyValue(response, ""[0].pac.type"", pac_type)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.025s,PASSED
"verifyElementPropertyValue(response, ""[0].pac.number"", pac_number)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.024s,PASSED
"verifyElementPropertyValue(response, ""[0].pac.actNumbersList"", pac_act_NumbersList)",,,2019-06-24 13:21:00,2019-06-24 13:21:00,0.022s,PASSED
,,,,,,
Test Cases/Program_Controller_API/Program_Controller_Verify_Response_with_Empty_Values,,,2019-06-24 13:21:00,2019-06-24 13:21:01,0.929s,FAILED
"response = sendRequest(findTestObject(""Program_Controller_API/Program_Controller_Verify_Response_with_Empty_Values""))",,,2019-06-24 13:21:01,2019-06-24 13:21:01,0.183s,PASSED
