Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activity_Controller_API,,,2019-07-17 10:48:37,2019-07-17 10:49:00,23.311s,FAILED
,,,,,,
Test Cases/Activity_Controller_API/Activity_Controller_Verify_Response_with_valid_Values,,,2019-07-17 10:48:38,2019-07-17 10:48:48,9.842s,PASSED
"response = sendRequest(findTestObject(""Activity_Controller_API/Activity_Controller_Verify_Response_with_valid_Values""))",,,2019-07-17 10:48:39,2019-07-17 10:48:47,8.364s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.155s,PASSED
"verifyElementPropertyValue(response, ""[0].activityId"", activityId)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.030s,PASSED
"verifyElementPropertyValue(response, ""[0].activityType"", activityType)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.041s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.042s,PASSED
"verifyElementPropertyValue(response, ""[0].disposition"", disposition)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.033s,PASSED
"verifyElementPropertyValue(response, ""[0].databaseName"", databaseName)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.046s,PASSED
"verifyElementPropertyValue(response, ""[0].dataBaseAction"", dataBaseAction)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.044s,PASSED
"verifyElementPropertyValue(response, ""[0].mapName"", mapName)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].programID"", programID)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.037s,PASSED
"verifyElementPropertyValue(response, ""[0].programName"", programName)",,,2019-07-17 10:48:47,2019-07-17 10:48:47,0.038s,PASSED
