Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Fps_Controller_API,,,2019-07-18 17:18:23,2019-07-18 17:18:36,13.105s,FAILED
,,,,,,
Test Cases/Fps_Controller_API/Fps_Controller_Verify_Response_with_valid_Values,,,2019-07-18 17:18:24,2019-07-18 17:18:30,6.081s,PASSED
"response = sendRequest(findTestObject(""Fps_Controller_API/Fps_Controller_Verify_Response_with_valid_Values""))",,,2019-07-18 17:18:25,2019-07-18 17:18:29,4.187s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.099s,PASSED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.037s,PASSED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.032s,PASSED
"verifyElementPropertyValue(response, ""[0].function"", function)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.031s,PASSED
"verifyElementPropertyValue(response, ""[0].sequence"", sequence)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.028s,PASSED
"verifyElementPropertyValue(response, ""[0].screenId"", screenId)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.035s,PASSED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.043s,PASSED
"verifyElementPropertyValue(response, ""[0].statusCode"", statusCode)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.090s,PASSED
"verifyElementPropertyValue(response, ""[0].dgAction"", dgAction)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.047s,PASSED
"verifyElementPropertyValue(response, ""[0].initActivity"", initActivity)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.043s,PASSED
"verifyElementPropertyValue(response, ""[0].initType"", initType)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].displayFirst"", displayFirst)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.027s,PASSED
"verifyElementPropertyValue(response, ""[0].displayActivity"", displayActivity)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].dblockActivity"", dblockActivity)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.046s,PASSED
"verifyElementPropertyValue(response, ""[0].linkactivity"", linkactivity)",,,2019-07-18 17:18:29,2019-07-18 17:18:29,0.045s,PASSED
"verifyElementPropertyValue(response, ""[0].userEnrollment"", userEnrollment)",,,2019-07-18 17:18:29,2019-07-18 17:18:30,0.087s,PASSED
"verifyElementPropertyValue(response, ""[0].establishedNewLevel"", establishedNewLevel)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.046s,PASSED
"verifyElementPropertyValue(response, ""[0].fpskeyApplication"", fpskeyApplication)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.034s,PASSED
"verifyElementPropertyValue(response, ""[0].fpskeyFunction"", fpskeyFunction)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].fpskeySequence"", fpskeySequence)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.026s,PASSED
"verifyElementPropertyValue(response, ""[0].highUseIndicator"", highUseIndicator)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.024s,PASSED
"verifyElementPropertyValue(response, ""[0].efskey"", efskey)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].efsaction"", efsaction)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.029s,PASSED
"verifyElementPropertyValue(response, ""[0].functionSecurityLevel"", functionSecurityLevel)",,,2019-07-18 17:18:30,2019-07-18 17:18:30,0.034s,PASSED
,,,,,,
Test Cases/Fps_Controller_API/Fps_Controller_Verify_Response_with_Empty_Values,,,2019-07-18 17:18:30,2019-07-18 17:18:31,1.557s,FAILED
"response = sendRequest(findTestObject(""Fps_Controller_API/Fps_Controller_Verify_Response_with_Empty_Values""))",,,2019-07-18 17:18:30,2019-07-18 17:18:31,0.345s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.002s,PASSED
"verifyElementPropertyValue(response, ""[0].type"", type)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.049s,FAILED
"verifyElementPropertyValue(response, ""[0].owner"", owner)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.034s,FAILED
"verifyElementPropertyValue(response, ""[0].application"", application)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.034s,FAILED
"verifyElementPropertyValue(response, ""[0].function"", function)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.038s,FAILED
"verifyElementPropertyValue(response, ""[0].sequence"", sequence)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.037s,FAILED
"verifyElementPropertyValue(response, ""[0].screenId"", screenId)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.029s,FAILED
"verifyElementPropertyValue(response, ""[0].description"", description)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.027s,FAILED
"verifyElementPropertyValue(response, ""[0].statusCode"", statusCode)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.018s,FAILED
"verifyElementPropertyValue(response, ""[0].dgAction"", dgAction)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.023s,FAILED
"verifyElementPropertyValue(response, ""[0].initActivity"", initActivity)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.018s,FAILED
"verifyElementPropertyValue(response, ""[0].initType"", initType)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.024s,FAILED
"verifyElementPropertyValue(response, ""[0].displayFirst"", displayFirst)",,,2019-07-18 17:18:31,2019-07-18 17:18:31,0.018s,FAILED
